uid,w1_duration,w1_num_likes,w1_num_comments,w1_watched_time,w1_like,w2_duration,w2_num_likes,w2_num_comments,w2_watched_time,w2_like,w3_duration,w3_num_likes,w3_num_comments,w3_watched_time,w3_like,w4_duration,w4_num_likes,w4_num_comments,w4_watched_time,w4_like,w5_duration,w5_num_likes,w5_num_comments,w5_watched_time,w5_like,w6_duration,w6_num_likes,w6_num_comments,w6_watched_time,w6_like,w7_duration,w7_num_likes,w7_num_comments,w7_watched_time,w7_like,w8_duration,w8_num_likes,w8_num_comments,w8_watched_time,w8_like,w9_duration,w9_num_likes,w9_num_comments,w9_watched_time,w9_like,w10_duration,w10_num_likes,w10_num_comments,w10_watched_time,w10_like,c1_duration,c1_num_likes,c1_num_comments,c2_duration,c2_num_likes,c2_num_comments,c3_duration,c3_num_likes,c3_num_comments,c4_duration,c4_num_likes,c4_num_comments,t1_duration,t1_num_likes,t1_num_comments,p_like,p_has_next,p_effective_view
daivt,158,1000000,4784,2.672226428985596,0,27,202600,622,6.724014520645142,0,15,236500,1326,6.470874786376953,1,15,617200,1869,2.9970908164978027,1,9,70800,150,4.291987657546997,0,6,191000,572,2.294272899627685,1,10,75300,664,13.621686220169067,0,14,131900,573,3.468914031982422,1,6,177400,683,3.3970775604248047,0,8,37600,147,4.457265377044678,0,7,77800,122,17,740000,3967,0,0,0,0,0,0,9,298100,733,0,1,0
daivt,158,1000000,4784,2.672226428985596,0,27,202600,622,6.724014520645142,0,15,236500,1326,6.470874786376953,1,15,617200,1869,2.9970908164978027,1,9,70800,150,4.291987657546997,0,6,191000,572,2.294272899627685,1,10,75300,664,13.621686220169067,0,14,131900,573,3.468914031982422,1,6,177400,683,3.3970775604248047,0,8,37600,147,4.457265377044678,0,7,77800,122,17,740000,3967,9,298100,733,0,0,0,27,884,9,0,1,0
daivt,158,1000000,4784,2.672226428985596,0,27,202600,622,6.724014520645142,0,15,236500,1326,6.470874786376953,1,15,617200,1869,2.9970908164978027,1,9,70800,150,4.291987657546997,0,6,191000,572,2.294272899627685,1,10,75300,664,13.621686220169067,0,14,131900,573,3.468914031982422,1,6,177400,683,3.3970775604248047,0,8,37600,147,4.457265377044678,0,7,77800,122,17,740000,3967,9,298100,733,27,884,9,21,98300,279,0,1,0
daivt,158,1000000,4784,2.672226428985596,0,27,202600,622,6.724014520645142,0,15,236500,1326,6.470874786376953,1,15,617200,1869,2.9970908164978027,1,9,70800,150,4.291987657546997,0,6,191000,572,2.294272899627685,1,10,75300,664,13.621686220169067,0,14,131900,573,3.468914031982422,1,6,177400,683,3.3970775604248047,0,8,37600,147,4.457265377044678,0,17,740000,3967,9,298100,733,27,884,9,21,98300,279,10,246900,2820,0,1,1
daivt,158,1000000,4784,2.672226428985596,0,27,202600,622,6.724014520645142,0,15,236500,1326,6.470874786376953,1,15,617200,1869,2.9970908164978027,1,9,70800,150,4.291987657546997,0,6,191000,572,2.294272899627685,1,10,75300,664,13.621686220169067,0,14,131900,573,3.468914031982422,1,6,177400,683,3.3970775604248047,0,8,37600,147,4.457265377044678,0,9,298100,733,27,884,9,21,98300,279,10,246900,2820,19,38500,290,1,1,1
daivt,6,191000,572,2.294272899627685,1,10,75300,664,13.621686220169067,0,14,131900,573,3.468914031982422,1,6,177400,683,3.3970775604248047,0,8,37600,147,4.457265377044678,0,7,77800,122,3.2088429927825928,0,17,740000,3967,2.670581340789795,0,9,298100,733,2.015566110610962,0,27,884,9,3.07615327835083,0,21,98300,279,2.790446519851685,0,0,0,0,0,0,0,0,0,0,0,0,0,10,246900,2820,0,1,1
daivt,6,191000,572,2.294272899627685,1,10,75300,664,13.621686220169067,0,14,131900,573,3.468914031982422,1,6,177400,683,3.3970775604248047,0,8,37600,147,4.457265377044678,0,7,77800,122,3.2088429927825928,0,17,740000,3967,2.670581340789795,0,9,298100,733,2.015566110610962,0,27,884,9,3.07615327835083,0,21,98300,279,2.790446519851685,0,10,246900,2820,0,0,0,0,0,0,0,0,0,19,38500,290,1,1,1
daivt,6,191000,572,2.294272899627685,1,10,75300,664,13.621686220169067,0,14,131900,573,3.468914031982422,1,6,177400,683,3.3970775604248047,0,8,37600,147,4.457265377044678,0,7,77800,122,3.2088429927825928,0,17,740000,3967,2.670581340789795,0,9,298100,733,2.015566110610962,0,27,884,9,3.07615327835083,0,21,98300,279,2.790446519851685,0,10,246900,2820,19,38500,290,0,0,0,0,0,0,15,1500000,5781,1,1,0
daivt,6,191000,572,2.294272899627685,1,10,75300,664,13.621686220169067,0,14,131900,573,3.468914031982422,1,6,177400,683,3.3970775604248047,0,8,37600,147,4.457265377044678,0,7,77800,122,3.2088429927825928,0,17,740000,3967,2.670581340789795,0,9,298100,733,2.015566110610962,0,27,884,9,3.07615327835083,0,21,98300,279,2.790446519851685,0,10,246900,2820,19,38500,290,15,1500000,5781,0,0,0,7,637600,3437,0,1,0
daivt,6,191000,572,2.294272899627685,1,10,75300,664,13.621686220169067,0,14,131900,573,3.468914031982422,1,6,177400,683,3.3970775604248047,0,8,37600,147,4.457265377044678,0,7,77800,122,3.2088429927825928,0,17,740000,3967,2.670581340789795,0,9,298100,733,2.015566110610962,0,27,884,9,3.07615327835083,0,21,98300,279,2.790446519851685,0,10,246900,2820,19,38500,290,15,1500000,5781,7,637600,3437,234,301800,575,0,1,1
daivt,6,191000,572,2.294272899627685,1,10,75300,664,13.621686220169067,0,14,131900,573,3.468914031982422,1,6,177400,683,3.3970775604248047,0,8,37600,147,4.457265377044678,0,7,77800,122,3.2088429927825928,0,17,740000,3967,2.670581340789795,0,9,298100,733,2.015566110610962,0,27,884,9,3.07615327835083,0,21,98300,279,2.790446519851685,0,19,38500,290,15,1500000,5781,7,637600,3437,234,301800,575,15,202600,1406,1,1,0
daivt,6,191000,572,2.294272899627685,1,10,75300,664,13.621686220169067,0,14,131900,573,3.468914031982422,1,6,177400,683,3.3970775604248047,0,8,37600,147,4.457265377044678,0,7,77800,122,3.2088429927825928,0,17,740000,3967,2.670581340789795,0,9,298100,733,2.015566110610962,0,27,884,9,3.07615327835083,0,21,98300,279,2.790446519851685,0,15,1500000,5781,7,637600,3437,234,301800,575,15,202600,1406,10,3000000,53000,0,1,0
